Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Final_Sales,Profit_Tier
CA-2015-112452,2015-04-04,2015-04-04,Same Day,Nat Carroll,Consumer,Central,Michigan,Lansing,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993,707.98,High
CA-2015-113971,2015-05-08,2015-05-14,Standard Class,Claudia Bergmann,Corporate,East,Ohio,Cuyahoga Falls,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528,9.86,Positive
CA-2017-160395,2016-12-31,2017-01-06,Standard Class,Kelly Lampkin,Corporate,West,Nevada,Reno,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0.0,1.638,4.3,Positive
CA-2017-160395,2016-12-31,2017-01-06,Standard Class,Kelly Lampkin,Corporate,West,Nevada,Reno,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.9217,188.53,Positive
CA-2014-136567,2014-12-20,2014-12-21,First Class,Penelope Sewall,Home Office,South,Virginia,Harrisonburg,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0,144.53,Break-Even
CA-2014-136567,2014-12-20,2014-12-21,First Class,Penelope Sewall,Home Office,South,Virginia,Harrisonburg,Furniture,Tables,"Chromcraft 48\" x 96\" Racetrack Double Pedestal Table",2244.48,7,0.0,493.7856,2648.49,High
CA-2014-136567,2014-12-20,2014-12-21,First Class,Penelope Sewall,Home Office,South,Virginia,Harrisonburg,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857,73.53,Positive
CA-2014-136567,2014-12-20,2014-12-21,First Class,Penelope Sewall,Home Office,South,Virginia,Harrisonburg,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.0,100.122,537.02,High
CA-2016-149314,2016-07-02,2016-07-07,Second Class,George Bell,Corporate,West,California,Los Angeles,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184,230.32,Positive
CA-2017-147039,2017-06-29,2017-07-04,Standard Class,Alex Avila,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735,428.27,Positive
CA-2017-147039,2017-06-29,2017-07-04,Standard Class,Alex Avila,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77,13.62,Positive
CA-2014-126522,2014-09-01,2014-09-05,Second Class,Larry Tron,Consumer,West,California,Escondido,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0.0,15.6426,63.65,Positive
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,Anne Pryor,Home Office,East,New York,New York City,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954,11.79,Positive
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,Anne Pryor,Home Office,East,New York,New York City,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872,148.4,Positive
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,Anne Pryor,Home Office,East,New York,New York City,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785,29.88,Positive
CA-2014-117709,2014-05-04,2014-05-08,Standard Class,Paul MacIntyre,Consumer,Central,Michigan,Jackson,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0.0,21.06,55.22,Positive
CA-2015-125416,2015-11-02,2015-11-02,Same Day,Kelly Collister,Consumer,West,Washington,Seattle,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0.0,49.2723,528.56,Positive
CA-2017-145226,2017-12-08,2017-12-10,Second Class,Delfina Latchford,Consumer,East,New York,New York City,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,129.19,Positive
CA-2017-145226,2017-12-08,2017-12-10,Second Class,Delfina Latchford,Consumer,East,New York,New York City,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0.0,0.0,322.07,Break-Even
CA-2017-145226,2017-12-08,2017-12-10,Second Class,Delfina Latchford,Consumer,East,New York,New York City,Office Supplies,Paper,Xerox 1996,19.44,3,0.0,9.3312,22.94,Positive
CA-2017-145226,2017-12-08,2017-12-10,Second Class,Delfina Latchford,Consumer,East,New York,New York City,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.2992,37.67,Positive
US-2014-100279,2014-03-10,2014-03-14,Standard Class,Scott Williamson,Consumer,Central,Michigan,Royal Oak,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2\" x 11\"",22.38,2,0.0,10.7424,26.41,Positive
CA-2014-158064,2014-04-21,2014-04-25,Standard Class,Allen Armold,Consumer,West,California,Los Angeles,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,5,0.2,5.5755,19.49,Positive
US-2015-104430,2015-10-22,2015-10-26,Standard Class,Liz Thompson,Consumer,Central,Illinois,Bloomington,Office Supplies,Binders,GBC Instant Report Kit,5.176,4,0.8,-7.764,6.11,Loss
CA-2015-132080,2015-08-22,2015-08-25,First Class,Dave Poirier,Corporate,East,New York,New York City,Office Supplies,Binders,"Avery 3 1/2\" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,59.13,Positive
CA-2016-161207,2016-08-29,2016-09-03,Standard Class,Adam Bellavance,Home Office,East,New Hampshire,Concord,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.0997,32.96,Positive
CA-2014-120243,2014-12-27,2014-12-30,Second Class,Alyssa Tate,Home Office,West,California,Los Angeles,Office Supplies,Labels,Staple-on labels,11.56,4,0.0,5.4332,13.64,Positive
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,Joel Eaton,Consumer,East,Maryland,Rockville,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.75,203.55,Positive
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,Joel Eaton,Consumer,East,Maryland,Rockville,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0.0,44.9925,212.36,Positive
CA-2016-168081,2016-04-24,2016-04-27,Second Class,Cathy Armstrong,Home Office,Central,Texas,Houston,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,305.26,Positive
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,Dave Brooks,Consumer,East,New Jersey,Lakewood,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911,1561.06,High
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,Dave Brooks,Consumer,East,New Jersey,Lakewood,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,4.44,Positive
CA-2017-138779,2017-01-14,2017-01-15,First Class,Rob Beeghly,Consumer,South,North Carolina,Jacksonville,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386,25.66,Positive
CA-2017-138779,2017-01-14,2017-01-15,First Class,Rob Beeghly,Consumer,South,North Carolina,Jacksonville,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.693,9.35,Positive
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,Harold Ryan,Corporate,West,Washington,Seattle,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096,7,0.2,4.2336,14.27,Positive
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,Harold Ryan,Corporate,West,Washington,Seattle,Office Supplies,Storage,"Carina 42\"Hx23 3/4\"W Media Storage Unit",485.88,6,0.0,9.7176,573.34,Positive
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,Harold Ryan,Corporate,West,Washington,Seattle,Office Supplies,Paper,Xerox 220,25.92,4,0.0,12.4416,30.59,Positive
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,Harold Ryan,Corporate,West,Washington,Seattle,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0.0,53.3466,233.14,Positive
CA-2017-117212,2017-02-26,2017-02-28,Second Class,Bradley Talbott,Home Office,West,California,Los Angeles,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,96.67,Positive
CA-2017-117212,2017-02-26,2017-02-28,Second Class,Bradley Talbott,Home Office,West,California,Los Angeles,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,889.536,8,0.2,66.7152,1049.65,Positive
CA-2017-117212,2017-02-26,2017-02-28,Second Class,Bradley Talbott,Home Office,West,California,Los Angeles,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,1052.82,Positive
CA-2017-117212,2017-02-26,2017-02-28,Second Class,Bradley Talbott,Home Office,West,California,Los Angeles,Office Supplies,Paper,Xerox 1908,223.92,4,0.0,109.7208,264.23,High
CA-2017-117212,2017-02-26,2017-02-28,Second Class,Bradley Talbott,Home Office,West,California,Los Angeles,Office Supplies,Paper,Xerox 1924,23.12,4,0.0,11.3288,27.28,Positive
US-2015-130519,2015-09-15,2015-09-15,Same Day,Nat Gilpin,Corporate,South,Florida,Coral Springs,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,18.35,Positive
US-2015-130519,2015-09-15,2015-09-15,Same Day,Nat Gilpin,Corporate,South,Florida,Coral Springs,Furniture,Furnishings,Ultra Door Push Plate,15.712,4,0.2,2.5532,18.54,Positive
US-2015-130519,2015-09-15,2015-09-15,Same Day,Nat Gilpin,Corporate,South,Florida,Coral Springs,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2,0.2,2.1588,29.11,Positive
US-2015-130519,2015-09-15,2015-09-15,Same Day,Nat Gilpin,Corporate,South,Florida,Coral Springs,Furniture,Furnishings,"Tenex \"The Solids\" Textured Chair Mats",55.968,1,0.2,-2.0988,66.04,Loss
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,Zuschuss Carroll,Consumer,Central,Texas,Houston,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.928,9,0.2,64.7892,509.68,Positive
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,Zuschuss Carroll,Consumer,Central,Texas,Houston,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136,113.26,Loss
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,Zuschuss Carroll,Consumer,Central,Texas,Houston,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464,1284.77,Loss
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,Linda Southworth,Corporate,West,Colorado,Denver,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006,641.93,Positive
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,Linda Southworth,Corporate,West,Colorado,Denver,Office Supplies,Binders,Round Ring Binders,1.872,3,0.7,-1.4352,2.21,Loss
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,Linda Southworth,Corporate,West,Colorado,Denver,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794,1008.14,Positive
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,Linda Southworth,Corporate,West,Colorado,Denver,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.568,2,0.2,0.0,700.41,Break-Even
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,Linda Southworth,Corporate,West,Colorado,Denver,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,398.89,Loss
CA-2017-133235,2017-08-01,2017-08-04,First Class,Larry Hughes,Consumer,South,North Carolina,Charlotte,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,320.91,Positive
CA-2016-137050,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,East,New York,New York City,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.363,13.23,Positive
CA-2016-137050,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,East,New York,New York City,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004,10.79,Positive
CA-2016-137050,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,East,New York,New York City,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0.0,6.8943,16.6,Positive
CA-2016-137050,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,East,New York,New York City,Office Supplies,Art,Newell 315,41.86,7,0.0,10.465,49.39,Positive
CA-2016-137050,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,East,New York,New York City,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,10.08,Positive
CA-2016-137050,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,East,New York,New York City,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7176,683.38,Positive
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704,166.82,Loss
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3276,3.58,Loss
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503,1,0.7,-3.6024,5.31,Loss
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5768,5.51,Positive
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764,113.14,Positive
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024,20.09,Positive
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674,305.26,Positive
US-2017-118087,2017-09-09,2017-09-13,Standard Class,Stefania Perrino,Corporate,East,Pennsylvania,Philadelphia,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3916,2279.71,Loss
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,Ben Ferrer,Home Office,West,California,Los Angeles,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.955,294.71,Positive
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,Ben Ferrer,Home Office,West,California,Los Angeles,Technology,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928,302.0,Positive
CA-2016-126004,2016-12-04,2016-12-05,First Class,Becky Martin,Consumer,East,New York,New York City,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52\" x 58\", Clear",113.79,3,0.0,20.4822,134.27,Positive
CA-2016-126004,2016-12-04,2016-12-05,First Class,Becky Martin,Consumer,East,New York,New York City,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0.0,34.386,92.22,Positive
CA-2016-126004,2016-12-04,2016-12-05,First Class,Becky Martin,Consumer,East,New York,New York City,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.728,1,0.2,0.6048,2.04,Positive
CA-2016-126004,2016-12-04,2016-12-05,First Class,Becky Martin,Consumer,East,New York,New York City,Office Supplies,Paper,Easy-staple paper,40.56,4,0.0,19.8744,47.86,Positive
CA-2016-126004,2016-12-04,2016-12-05,First Class,Becky Martin,Consumer,East,New York,New York City,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588,215.87,Positive
CA-2016-126004,2016-12-04,2016-12-05,First Class,Becky Martin,Consumer,East,New York,New York City,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,0.0,11.6316,228.75,Positive
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,Zuschuss Carroll,Consumer,West,California,Los Angeles,Office Supplies,Envelopes,"#10- 4 1/8\" x 9 1/2\" Security-Tint Envelopes",15.28,2,0.0,7.4872,18.03,Positive
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,Zuschuss Carroll,Consumer,West,California,Los Angeles,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0.0,2.9682,10.3,Positive
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,Zuschuss Carroll,Consumer,West,California,Los Angeles,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0.0,1.7608,6.7,Positive
CA-2015-132570,2015-10-31,2015-11-02,Second Class,Kean Thornton,Consumer,East,New York,Buffalo,Office Supplies,Art,Design Ebony Sketching Pencil,2.78,2,0.0,0.7228,3.28,Positive
CA-2015-132570,2015-10-31,2015-11-02,Second Class,Kean Thornton,Consumer,East,New York,Buffalo,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0.0,35.982,94.35,Positive
CA-2016-153682,2016-05-30,2016-06-01,First Class,Brooke Gillingham,Corporate,East,Ohio,Cincinnati,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.988,2,0.4,69.999,991.19,Positive
CA-2016-144344,2016-10-28,2016-10-28,Same Day,Patrick Gardner,Consumer,South,Florida,Boynton Beach,Furniture,Furnishings,24-Hour Round Wall Clock,47.952,3,0.2,13.7862,56.58,Positive
CA-2016-144344,2016-10-28,2016-10-28,Same Day,Patrick Gardner,Consumer,South,Florida,Boynton Beach,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,0.7,-29.94,44.16,Loss
CA-2016-144344,2016-10-28,2016-10-28,Same Day,Patrick Gardner,Consumer,South,Florida,Boynton Beach,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0.0,75.48,Break-Even
CA-2016-144344,2016-10-28,2016-10-28,Same Day,Patrick Gardner,Consumer,South,Florida,Boynton Beach,Furniture,Furnishings,"Howard Miller 13-1/2\" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262,194.76,Positive
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,Greg Matthias,Consumer,West,Washington,Seattle,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.0,5.434,14.57,Positive
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,Greg Matthias,Consumer,West,Washington,Seattle,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0.0,10.6522,48.34,Positive
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,Greg Matthias,Consumer,West,Washington,Seattle,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0.0,10.7912,27.09,Positive
CA-2016-128727,2016-08-29,2016-09-04,Standard Class,Meg O'Connel,Home Office,East,New York,New York City,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,0.0,5.5,25.96,Positive
US-2016-162859,2016-02-15,2016-02-22,Standard Class,Patrick Gardner,Consumer,East,New York,New York City,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485,470.06,High
US-2016-162859,2016-02-15,2016-02-22,Standard Class,Patrick Gardner,Consumer,East,New York,New York City,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0.0,3.5752,10.29,Positive
CA-2017-133641,2017-05-14,2017-05-21,Standard Class,Eva Jacobs,Consumer,South,Mississippi,Gulfport,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,0.0,23.8581,57.45,Positive
CA-2014-168494,2014-12-12,2014-12-14,Second Class,Nora Preis,Consumer,West,California,Fresno,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586,902.33,Positive
CA-2014-168494,2014-12-12,2014-12-14,Second Class,Nora Preis,Consumer,West,California,Fresno,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,0.2,135.4068,4260.8,High
CA-2014-168494,2014-12-12,2014-12-14,Second Class,Nora Preis,Consumer,West,California,Fresno,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,0.15,11.9988,300.87,Positive
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,Doug Jacobs,Consumer,East,New York,New York City,Office Supplies,Art,Staples in misc. colors,38.82,6,0.0,17.469,45.81,Positive
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,Doug Jacobs,Consumer,East,New York,New York City,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,9,0.1,139.5702,1347.49,High
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,Doug Jacobs,Consumer,East,New York,New York City,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,13,0.0,511.368,2011.38,High
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,Doug Jacobs,Consumer,East,New York,New York City,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0.0,1.376,3.78,Positive
CA-2015-154956,2015-07-04,2015-07-09,Standard Class,Irene Maddox,Consumer,Central,Wisconsin,Milwaukee,Technology,Phones,Mitel MiVoice 5330e IP Phone,1099.96,4,0.0,285.9896,1297.95,High
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,Mick Hernandez,Home Office,East,Pennsylvania,Chester,Office Supplies,Art,Newell 337,5.248,2,0.2,0.5904,6.19,Positive
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,Mick Hernandez,Home Office,East,Pennsylvania,Chester,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,35.91,3,0.4,-8.379,42.37,Loss
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,Mick Hernandez,Home Office,East,Pennsylvania,Chester,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,6.696,1,0.2,0.5022,7.9,Positive
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,Mick Hernandez,Home Office,East,Pennsylvania,Chester,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.2,11.5164,51.77,Positive
US-2016-168620,2016-12-24,2016-12-28,Second Class,Ross Baird,Home Office,South,North Carolina,Charlotte,Office Supplies,Binders,GBC Linen Binding Covers,27.882,3,0.7,-20.4468,32.9,Loss
US-2016-168620,2016-12-24,2016-12-28,Second Class,Ross Baird,Home Office,South,North Carolina,Charlotte,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,637.26,Loss
US-2016-168620,2016-12-24,2016-12-28,Second Class,Ross Baird,Home Office,South,North Carolina,Charlotte,Technology,Accessories,Microsoft Sculpt Comfort Mouse,255.68,8,0.2,76.704,301.7,Positive
CA-2017-117079,2017-10-23,2017-10-27,Standard Class,Jocasta Rupert,Consumer,South,Florida,Jacksonville,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,863.88,3,0.2,107.985,1019.38,High
US-2016-144393,2016-10-28,2016-11-04,Standard Class,Suzanne McNair,Corporate,South,North Carolina,Greenville,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3\"",17.616,4,0.7,-14.0928,20.79,Loss
CA-2017-105053,2017-07-07,2017-07-09,Second Class,Christine Sundaresam,Consumer,East,New York,Long Beach,Office Supplies,Binders,Wilson Jones Active Use Binders,17.472,3,0.2,6.3336,20.62,Positive
CA-2016-155992,2016-10-01,2016-10-02,First Class,Chris Cortes,Consumer,Central,Indiana,La Porte,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,69.9,2,0.0,18.873,82.48,Positive
CA-2016-155992,2016-10-01,2016-10-02,First Class,Chris Cortes,Consumer,Central,Indiana,La Porte,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0.0,10.881,49.38,Positive
CA-2017-110380,2017-09-02,2017-09-07,Standard Class,Phillip Flathmann,Consumer,West,California,San Francisco,Office Supplies,Art,Pencil and Crayon Sharpener,6.57,3,0.0,1.7739,7.75,Positive
US-2014-167738,2014-12-24,2014-12-29,Standard Class,Julie Creighton,Corporate,West,California,Los Angeles,Office Supplies,Storage,Letter Size Cart,142.86,1,0.0,41.4294,168.57,Positive
US-2014-167738,2014-12-24,2014-12-29,Standard Class,Julie Creighton,Corporate,West,California,Los Angeles,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267,344.88,Positive
CA-2017-121412,2017-09-23,2017-09-27,Standard Class,Brooke Gillingham,Corporate,West,Colorado,Louisville,Furniture,Furnishings,Aluminum Document Frame,29.328,3,0.2,3.666,34.61,Positive
CA-2017-100426,2017-06-04,2017-06-08,Standard Class,Dan Campbell,Consumer,South,Alabama,Florence,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 �� x 11�",12.48,2,0.0,5.616,14.73,Positive
US-2016-103646,2016-04-21,2016-04-26,Standard Class,Sibella Parks,Corporate,Central,Illinois,Chicago,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,102.336,4,0.2,-12.792,120.76,Loss
US-2016-103646,2016-04-21,2016-04-26,Standard Class,Sibella Parks,Corporate,Central,Illinois,Chicago,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,48.792,3,0.8,-126.8592,57.57,Loss
US-2016-103646,2016-04-21,2016-04-26,Standard Class,Sibella Parks,Corporate,Central,Illinois,Chicago,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",44.848,8,0.8,-67.272,52.92,Loss
CA-2016-119186,2016-05-26,2016-05-26,Same Day,Maurice Satty,Consumer,Central,Texas,Fort Worth,Office Supplies,Paper,Xerox 212,10.368,2,0.2,3.6288,12.23,Positive
CA-2016-119186,2016-05-26,2016-05-26,Same Day,Maurice Satty,Consumer,Central,Texas,Fort Worth,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784,458.35,Loss
CA-2016-119186,2016-05-26,2016-05-26,Same Day,Maurice Satty,Consumer,Central,Texas,Fort Worth,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.352,3,0.2,5.2026,16.94,Positive
CA-2016-119186,2016-05-26,2016-05-26,Same Day,Maurice Satty,Consumer,Central,Texas,Fort Worth,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.992,1,0.2,-7.1991,75.51,Loss
CA-2016-148698,2016-05-02,2016-05-07,Standard Class,Bryan Davis,Consumer,Central,Texas,Houston,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,86.352,3,0.2,5.397,101.9,Positive
